cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,opendb_id,part_id,release_year,series,storage_type,variant
,750,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 750GB HDD 5200RPM 2.5"" SATA",3a08c88d-f5bd-4bc5-8b12-6700f2995242,hdd_0225,,Scorpio,HDD,750GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda XT 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",3a738c04-5316-4ac1-8682-2e7c62b984c9,hdd_0226,,Barracuda,HDD,2000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MQ02ABF100 1TB HDD 5400 RPM 2.5"" SATA 6.0 Gb/s",3a79f8bd-f3eb-469f-b852-0b1e7688e54d,hdd_0227,,MQ02ABF100,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 1TB 3.5"" HDD 7200RPM SATA Internal",3ac0fa47-e0e8-4e07-8783-8fc1785d70a6,hdd_0228,,Blue,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 10TB HDD 3.5"" SATA",3ae60367-6ca3-41f6-aba4-3940aff581d2,hdd_0229,,SkyHawk,HDD,10000GB
,30000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos M 30TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",3b069510-78c2-464c-9d0f-6e8dfdd4e1ea,hdd_0230,,Exos,HDD,30000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple NV 4TB HDD 3.5"" 5400RPM SATA",3b3b3dd2-895a-4a43-9ac4-376945d08717,hdd_0231,,Purple,HDD,4000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 24TB 3.5"" HDD 7200RPM SATA",3b3dc9cb-4b85-44ff-8478-da5541662393,hdd_0232,,IronWolf,HDD,24000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi E7K1000 1TB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",3b55ed3e-8784-4688-96a1-5ea3054bcc17,hdd_0233,,E7K1000,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf 4TB 3.5"" HDD 5900RPM SATA",3b742de3-a158-4069-99fc-b0df4c624567,hdd_0234,,ST4000VN000,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 4TB 3.5"" HDD 7200RPM SATA Internal",3bcd9289-7e1b-4b78-b06b-8c8f464e5a9b,hdd_0235,,X300,HDD,4000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint 500GB HDD 3.5"" SATA 7200RPM",3c152e3a-4802-408c-8d61-a413762104bb,hdd_0236,,Spinpoint,HDD,500GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES.3 2TB 3.5"" HDD 7200RPM SATA",3c1c3d76-3adb-4660-b3f6-ac1d2c55989d,hdd_0237,,Constellation,HDD,2000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 1TB 3.5"" HDD 7200RPM SATA",3c42e6b9-5724-4bd1-9f7c-ca05b8170325,hdd_0238,,BarraCuda,HDD,1000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 6TB 3.5"" HDD 5400RPM SATA Internal",3cb1fce4-a8bb-4731-a4ee-37d4c133294a,hdd_0239,,Red,HDD,6000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red 2TB HDD 5400RPM 3.5"" SATA",3ce57992-171f-4cf7-b535-4b631db16602,hdd_0240,,Red,HDD,2000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X16 16TB 3.5"" HDD 7200RPM SATA",3cff6303-a943-42ef-ab98-ae97f1ac3c18,hdd_0241,,Exos,HDD,16000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC550 18TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",3d4825c9-2f66-47a4-9bda-b252d14cb76f,hdd_0242,,Ultrastar,HDD,18000GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 5TB HDD 3.5"" 7200RPM SATA Internal",3d533122-94a8-4007-ab6a-dcd57c6b2ac0,hdd_0243,,Black,HDD,5000GB
,1000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba L200 1TB HDD 5400RPM 2.5"" SATA",3d7ac292-617d-4d29-8aae-027c03c2ab32,hdd_0244,,L200,HDD,1000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E8 2TB HDD 7200RPM 3.5"" SATA",3df72572-6969-4320-8d8e-fc9048185dc4,hdd_0245,,Exos,HDD,2000GB
,320,hdd,"2.5""",SATA 3.0 Gb/s,,Toshiba,"Toshiba MK3276GSX 320GB 2.5"" HDD 5400 RPM SATA 3.0 Gb/s",3e39eaf8-d161-4494-8f0c-286d53f24bfc,hdd_0246,,MK3276GSX,HDD,320GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K4000 2TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",3e7eb220-2b73-4178-9dbc-ab804e679c3c,hdd_0247,,Ultrastar,HDD,2000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital WD_BLACK 4TB 3.5"" HDD 7200RPM SATA",3e8f6efd-4428-4faa-b8c4-2b9f42219e75,hdd_0248,,WD_BLACK,HDD,4000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 Pro 16TB 3.5"" HDD 7200RPM SATA",3e942f64-5f66-4dbd-b7b2-9a1116ded382,hdd_0249,,N300,HDD,16000GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar 14TB DC HC530 7200 RPM SATA 6.0Gb/s 3.5"" Data Center Internal Hard Disk Drive - 0F31284",3edb7b02-2652-4b4e-9e0b-ad635991ba50,hdd_0250,0,Ultrastar DC HC530,HDD,
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 6TB 3.5"" HDD SATA",3f889eb4-2545-4cf4-bf85-1799af4f425e,hdd_0251,,Red,HDD,6000GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X20 20TB 3.5"" HDD 7200RPM SATA",3fe93593-afd6-4452-861a-626b0aa0fcff,hdd_0252,,Exos,HDD,20000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba P300 6TB HDD 3.5"" 5400RPM SATA",400641b7-9996-49e6-b0c9-9837cf7c2839,hdd_0253,,P300,HDD,6000GB
,300,hdd,"2.5""",SAS 12.0 Gb/s,,Seagate,"Seagate Enterprise Performance 300GB 2.5"" HDD 15000 RPM SAS 12.0 Gb/s",403a4c86-8de7-48b6-9209-18c92cb32af8,hdd_0254,,Enterprise,HDD,300GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 DT 320GB 3.5"" HDD 7200RPM SATA",40558578-b77d-4ed7-9c79-81c4d4f7352b,hdd_0255,,Spinpoint,HDD,320GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 12TB HDD 3.5"" SATA",4059f16b-6b35-471c-9ddd-0de47d9afa72,hdd_0256,,IronWolf,HDD,12000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 2TB 3.5"" HDD 7200RPM SATA 3.0 Gb/s",4064b0cf-1781-41bb-ad88-99e076a88d18,hdd_0257,,BarraCuda,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Green 2TB 3.5"" HDD 5900RPM SATA",4118bfcd-4725-44ac-b256-d16fdeba413a,hdd_0258,,Barracuda,HDD,2000GB
,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk AI 20TB HDD 7200RPM 3.5"" SATA",417d77e2-671a-4fcf-b755-56e1b320e6b4,hdd_0259,,SkyHawk,HDD,20000GB
512,20000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X24 SED 20TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",41dbb778-fb69-44ce-9773-26bb03547d40,hdd_0260,,Exos,HDD,20000GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 2TB HDD 2.5"" 5400RPM SATA",42059961-4ea1-4ed9-a881-cae063e11955,hdd_0261,,Barracuda,HDD,2000GB
,320,hdd,"3.5""",PATA 100,,Western Digital,"Western Digital Caviar SE 320GB 3.5"" HDD 7200RPM PATA 100",421d0df0-1ac8-471d-8887-2ac1f6fbea24,hdd_0262,,Caviar,HDD,320GB
,160,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda 7200.9 160GB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",42211b63-cb67-4a2a-91db-b399cdd49dd8,hdd_0263,,Barracuda,HDD,160GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Barracuda Green 1TB HDD 3.5"" 5900 RPM SATA Internal",422696fa-ebbe-4adc-aae5-8bd470453e75,hdd_0264,,Barracuda,HDD,1000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation.2 500GB HDD 2.5"" 7200RPM SATA 6.0 Gb/s Internal",42399780-94a4-4b6f-abce-bac269ff8523,hdd_0265,,Constellation.2,HDD,500GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 4TB HDD 7200RPM 3.5"" SATA",4265a04d-fb2d-4150-aa84-4053b3f08c89,hdd_0266,,SkyHawk,HDD,4000GB
,250,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi 7K1000.C 250GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",4293a38a-d0c6-41e8-a22b-01c26c6693de,hdd_0267,,7K1000.C,HDD,250GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST4000NM0024 4TB HDD 3.5"" 7200RPM SATA",42d1927f-d4b6-43d0-9727-c4274c3552c4,hdd_0268,,ST4000NM0024,HDD,4000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES.3 3TB HDD 3.5"" 7200RPM SATA",430cbf48-e592-409f-8dd2-32ca525cb978,hdd_0269,,Constellation,HDD,3000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos 7E8 1TB HDD 7200RPM 3.5"" SATA",434d5624-debb-4810-9454-c3bd7eb2aa52,hdd_0270,,Exos,HDD,1000GB
512,30000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 30TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",436a1608-1c20-4062-a77a-5050ebf4979c,hdd_0271,,IronWolf,HDD,30000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",43ae1dd6-f5ea-47b7-a9df-bd6c89b927b9,hdd_0272,,X300,HDD,10000GB
512,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba N300 NAS 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",44013c32-0457-4204-8395-9f5ea07402a2,hdd_0273,,N300,HDD,10000GB
,18000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Ultrastar DC HC550 18TB HDD 3.5"" 7200RPM SATA Internal",441b307f-4ebf-40b3-8d9d-3e12bc0ce699,hdd_0274,,Ultrastar,HDD,18000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 12TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",44589671-396a-4f72-9e15-b668b81adcae,hdd_0275,,IronWolf,HDD,12000GB
,500,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 500GB HDD 2.5"" SATA",452d837c-2821-43c7-9f5a-63b3f13531e8,hdd_0276,,Blue,HDD,500GB
,250,hdd,"2.5""",SATA 1.5 Gb/s,,Western Digital,"Western Digital Scorpio Blue 250GB 5400RPM HDD 2.5"" SATA",454765a3-a642-48fa-80aa-2f5f6cfcd9fa,hdd_0277,,Scorpio,HDD,250GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 10 TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s Internal",45516fa9-5380-49c4-bdf8-4ca17bb7fd64,hdd_0278,,Gold,HDD,10000GB
,160,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 160GB HDD 3.5"" 7200RPM SATA",4586cb65-7a0f-438a-8693-029e070e83f9,hdd_0279,,BarraCuda,HDD,160GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro NAS 14TB 3.5"" HDD 7200RPM SATA",45d02f68-c4c8-4ee2-9faa-f631a4802ede,hdd_0280,,IronWolf,HDD,14000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 6TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",46551aac-a508-4067-a64d-a9533b42452f,hdd_0281,,Green,HDD,6000GB
,5000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Green 5TB HDD 3.5"" 5400RPM SATA 64 Cache",46792128-8aae-41a4-a2da-9b2e094519a2,hdd_0282,,Green,HDD,5000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 8TB HDD 3.5"" 5400RPM SATA",467fc606-9d9c-4c1b-bc72-d84466259a40,hdd_0283,,Barracuda,HDD,8000GB
,320,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate Pipeline HD 320GB HDD 5900RPM 3.5"" SATA",46936f16-1ae4-40c9-a44d-8b107befb199,hdd_0284,,Pipeline,HDD,320GB
,1000,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital WDBMYH0010BNC-NRSN 1TB 5400RPM HDD 2.5"" SATA",469dfedb-059d-4e78-8c49-06bd106b96b3,hdd_0285,,WDBMYH0010BNC-NRSN,HDD,1000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda Pro 10TB 3.5"" HDD 7200RPM SATA Internal",46b5a2f9-0d4b-486e-9431-4ed01d7564e2,hdd_0286,,BarraCuda,HDD,10000GB
,750,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F1 DT 750GB 3.5"" HDD 7200RPM SATA",46eaf0ac-f074-4ea1-9201-1eac8bd6c196,hdd_0287,,Spinpoint,HDD,750GB
,160,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 160GB HDD 2.5"" SATA",47074604-1cd1-42d7-953a-ca61670da71d,hdd_0288,,Scorpio,HDD,160GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 7K6000 4TB HDD 3.5"" SATA",4730712e-49b2-4b5d-b2cb-e0694d3e318c,hdd_0289,,Ultrastar,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk 4TB HDD 3.5"" 5900RPM SATA Internal",47e8520f-6372-4a7a-9821-08b660d1b330,hdd_0290,,SkyHawk,HDD,4000GB
,10000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,Ultrastar DC HC330 - 10TB,48379abb-df4a-40d3-9f0d-50b172e5989b,hdd_0291,2020,Ultrastar DC HC330,HDD,10TB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG08ADA400E 4TB 3.5"" HDD 7200RPM SATA",48440fa9-91fd-4743-bbd8-459477bc0053,hdd_0292,,MG08ADA400E,HDD,4000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES.3 4TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",48c9e7e3-ef1b-4f58-a03d-45d3ca39a19c,hdd_0293,,Constellation,HDD,4000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate NAS 8TB HDD 7200RPM 3.5"" SATA",490141a9-04a8-4730-bcc3-2472cccb3b2d,hdd_0294,,NAS,HDD,8000GB
,12000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X14 12TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",491135df-a6eb-4f05-9067-c12c94024945,hdd_0295,,Exos,HDD,12000GB
,24000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple Pro 24 TB HDD 3.5"" 7200RPM SATA",4917da35-fda2-4453-a0e6-1d24f0d4d1af,hdd_0296,,Purple,HDD,24000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 4 TB HDD 5400 RPM 3.5"" SATA 6.0 Gb/s",492f0bef-4842-4069-8d9d-444bda65ea66,hdd_0297,,Red,HDD,4000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG08 16TB HDD 3.5"" 7200RPM SATA",4988a11a-e021-49cf-bf99-4567b76bc7aa,hdd_0298,,MG08,HDD,16000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 6TB 3.5"" HDD 7200RPM SATA",499e291c-d2d2-4bab-8383-19c658c451b5,hdd_0299,,Black,HDD,6000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint F3 EG 2TB HDD 3.5"" SATA",4a26e9e8-2531-4a35-a50c-2d5210bc010f,hdd_0300,,Spinpoint,HDD,2000GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi HTS547550A9E384 500GB HDD 5400RPM 2.5"" SATA 3.0 Gb/s",4a907a39-c1ee-45d4-9320-81ae2db12d1f,hdd_0301,,HTS547550A9E384,HDD,500GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Ultrastar 6TB 3.5"" HDD 7200RPM SATA",4a95c6b0-fe1b-4ba1-ad1d-15c17a0b8471,hdd_0302,,Ultrastar,HDD,6000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba MG08ADA600E 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",4ad164b8-82d2-4d94-b7b9-ffb832528bb7,hdd_0303,,MG08ADA600E,HDD,6000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Pro 4TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",4af15866-0d95-46bd-8fcf-ae1fda04c676,hdd_0304,,Red,HDD,4000GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Seagate,"Seagate BarraCuda 1.5TB HDD 3.5"" 7200RPM SATA",4b38cb1c-2fa9-4924-9983-11c3f18b4450,hdd_0305,,BarraCuda,HDD,1000GB
,640,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Caviar Black 640GB HDD 7200RPM 3.5"" SATA 3.0 Gb/s",4b9f0179-3efa-4a15-9ff4-ba7bb1edcbb4,hdd_0306,,Caviar,HDD,640GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 3TB HDD 3.5"" 7200RPM SATA",4bbd63e1-2e8d-4e4b-8cb3-2c9662e18ae7,hdd_0307,,Black,HDD,3000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 4 TB HDD 7200RPM 3.5"" SATA Internal",4c427ee9-a6c7-498e-8a92-132ed86cc4cb,hdd_0308,,Gold,HDD,4000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Constellation ES.3 1TB HDD 7200RPM 3.5"" SATA",4c6fd74c-2ba6-4e80-a7a4-beadd8a8e80a,hdd_0309,,Constellation,HDD,1000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SV35.5 3TB HDD 3.5"" 7200RPM SATA",4c712977-238f-4fcb-8dec-c412e6695608,hdd_0310,,SV35.5,HDD,3000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Hitachi,"Hitachi Deskstar 7K1000.C 1TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",4cd55637-2631-4dcb-b1db-6542a52ae5cb,hdd_0311,,Deskstar,HDD,1000GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba L200 2TB 2.5"" HDD 5400RPM SATA Internal",4dccb282-2d07-4f7a-9a4a-3d28d9af468c,hdd_0312,,L200,HDD,2000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital AV-GP 500GB HDD 3.5"" 5400 RPM SATA Internal",4dce04ad-ae08-433f-96df-7ff9e0d10b2b,hdd_0313,,AV-GP,HDD,500GB
,1000,hdd,"3.5""",SATA 3.0 Gb/s,,Samsung,"Samsung Spinpoint 1TB HDD 3.5"" SATA",4e0f86cd-4380-464b-ade6-e8737b71426b,hdd_0314,,Spinpoint,HDD,1000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital AV-GP 1TB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",4e976d99-8ba9-4389-8c7e-b9362d310b5f,hdd_0315,,AV-GP,HDD,1000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf Pro 4TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",4ef34900-c043-42e6-8c11-28b8493a771c,hdd_0316,,IronWolf,HDD,4000GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Momentus 2TB 2.5"" HDD SATA",4efd7e60-3f69-4255-8e44-f80f89ef274a,hdd_0317,,Momentus,HDD,2000GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Gold 6 TB HDD 7200 RPM 3.5"" SATA 6.0 Gb/s Internal",4f3cbf79-8b46-43a9-b6c7-3c2bc31839c3,hdd_0318,,Gold,HDD,6000GB
,320,hdd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Black 320GB 2.5"" HDD SATA",4fbacdf7-26b0-4c62-9676-60afe5cd1e8b,hdd_0319,,Black,HDD,320GB
,14000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Exos X18 14TB HDD 3.5"" SATA",4fca4dfd-3657-4b09-884a-f2be3aac9e75,hdd_0320,,Exos,HDD,14000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red Plus 2TB 3.5"" HDD 5400RPM SATA",50592c69-5cac-4066-acd6-93e2dd4d83c0,hdd_0321,,Red,HDD,2000GB
,2000,hdd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate ST2000NX0253 2TB HDD 7200RPM 2.5"" SATA",5097468b-1d7f-40f6-807a-1960850338e3,hdd_0322,,ST2000NX0253,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance 2TB Internal HDD 3.5"" SATA",50c326ab-5d65-4f7e-8a58-be6ab813749e,hdd_0323,,SkyHawk,HDD,2000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 1TB HDD 3.5"" 5900RPM SATA",50d4a37a-071c-4baa-9c27-916d54a2e22d,hdd_0324,,Surveillance,HDD,1000GB
,500,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi A7K2000 500GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",51015b51-aa72-4981-93b9-5746d54a26a4,hdd_0325,,A7K2000,HDD,500GB
,500,hdd,"2.5""",SATA 3.0 Gb/s,,Western Digital,"Western Digital Scorpio Blue 500GB HDD 2.5"" SATA",51242136-1d23-41ef-9517-ab04b8db1b12,hdd_0326,,Scorpio,HDD,500GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Enterprise Capacity 4TB HDD 3.5"" SATA",512f2dd4-7f0b-496e-bfd6-c791aba437be,hdd_0327,,Enterprise,HDD,4000GB
,2000,hdd,"3.5""",SATA 3.0 Gb/s,,Hitachi,"Hitachi Ultrastar 2TB HDD 3.5"" SATA",51e41333-355e-42d3-8bb4-271b75dc6d0f,hdd_0328,,Ultrastar,HDD,2000GB
,16000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba X300 Pro 16TB Internal HDD 7200RPM 3.5"" SATA 6.0 Gb/s",51e8520f-6afe-4c4b-8546-d672970189c2,hdd_0329,,X300,HDD,16000GB
,1000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Caviar Blue 1TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",5258e5bd-f31d-4b75-a438-8ea68dd381e8,hdd_0330,,Caviar,HDD,1000GB
,8000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Purple 8TB HDD 3.5"" SATA",5282778a-9dce-4410-b105-1a8f0444a64a,hdd_0331,,Purple,HDD,8000GB
,3000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Surveillance 3TB HDD 3.5"" 5900 RPM SATA Internal",5286e692-d95e-47c7-b901-f7936efbd46a,hdd_0332,,Surveillance,HDD,3000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba V300 2TB HDD 3.5"" 5700RPM SATA 6.0 Gb/s",52e52933-0eea-4d93-930e-dd8a5d5b267d,hdd_0333,,V300,HDD,2000GB
256,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate SkyHawk Surveillance +Rescue 2TB HDD 5400 RPM 3.5"" SATA 6.0 Gb/s",52f0ed6f-7caa-4fef-9e83-5329e4311995,hdd_0334,,SkyHawk,HDD,2000GB
,2000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 2TB HDD 3.5"" SATA",53ce5186-a0c4-410e-b17d-0b99e9b25240,hdd_0335,,IronWolf,HDD,2000GB
,40,hdd,"2.5""",SATA 3.0 Gb/s,,Seagate,"Seagate EE25.2 40GB 2.5"" HDD 5400RPM SATA 3.0 Gb/s Internal",542cd788-80ea-4fdd-9f22-bd9bd0337c0f,hdd_0336,,EE25.2,HDD,40GB
,6000,hdd,"3.5""",SATA 6.0 Gb/s,,Seagate,"Seagate IronWolf NAS 6TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s Internal",546be831-d22c-4ebe-8876-d86470094f1a,hdd_0337,,IronWolf,HDD,6000GB
,4000,hdd,"3.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Blue 4TB HDD 5400 RPM 3.5"" SATA Internal",54a22761-5897-49bc-8955-77735f741c51,hdd_0338,,Blue,HDD,4000GB
