cache_mb,capacity_gb,category,form_factor,interface,lighting,manufacturer,name,nvme,opendb_id,part_id,release_year,series,storage_type,variant
,256,ssd,"2.5""",SATA 6.0 Gb/s,,OCZ,"OCZ Vertex 3 256GB 2.5"" SSD SATA",False,92c5b137-c56b-4515-a4b0-9a9b0b73d574,ssd_1367,,Vertex,SSD,256GB
,250,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate BarraCuda 120 250GB SSD 2.5"" SATA 6.0 Gb/s",False,92e89f4e-8649-487d-9dfe-4697369e0527,ssd_1368,,BarraCuda,SSD,250GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Kingston,Kingston Fury Renegade with Heat Sink 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,92f8d1dc-756b-4ca0-ad62-714a2a546609,ssd_1369,,Fury,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Patriot,Patriot Viper VPR400 RGB 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,9310f107-4129-4908-a735-0757633ec27e,ssd_1370,,Viper,SSD,1000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Transcend,"Transcend TS1TSSD370S 1TB SSD 2.5"" SATA",False,93694e49-0141-468c-8dde-f2a281adf50f,ssd_1371,,TS1TSSD370S,SSD,1000GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Seagate,Seagate Beskar 500GB SSD M.2 PCIe 4.0 NVMe,True,938df806-e848-4689-94c5-d85466b15a1f,ssd_1372,,Beskar,SSD,500GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,ADATA,ADATA LEGEND 860 500GB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,9395eb2d-b2c1-48db-8849-daa67a0f4f3f,ssd_1373,,LEGEND,SSD,500GB
,2000,ssd,"2.5""",SATA 6.0 Gb/s,,Transcend,"Transcend SSD230S 2TB SSD 2.5"" SATA 6.0 Gb/s",False,93c90c44-bf32-4a5e-9820-482305170f5b,ssd_1374,,SSD230S,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,FanXiang,FanXiang S770 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,93ccc415-6c87-4943-9295-b1318312e337,ssd_1375,,S770,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,TEAMGROUP,TEAMGROUP T-FORCE G70 PRO Aluminum 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,93d14fc2-3ef6-478d-8f61-b4234cfd9605,ssd_1376,,T-FORCE,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Transcend,Transcend MTE245S 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,93d3771b-ae27-4c05-b30a-26aa703df1d7,ssd_1377,,MTE245S,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Crucial,Crucial T500 W/Heatsink 1TB SSD M.2 PCIe 4.0 NVMe,True,93d57c71-e764-4fae-a243-471b67ca0034,ssd_1378,,T500,SSD,1000GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,Samsung,"Samsung PM871b 512GB SSD 2.5"" SATA 6.0 Gb/s",False,940f2371-030e-49ed-b42c-1116ae7ee1d6,ssd_1379,,PM871b,SSD,512GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,ADATA,"ADATA Ultimate SU650 120GB SSD 2.5"" SATA 6.0 Gb/s",False,94112e1f-fe8b-48e1-b9e4-0aec0d1ea6b0,ssd_1380,,Ultimate,SSD,120GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,AGI,AGI AI828 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,9430da32-894e-49f7-9ec7-5cdf85eb727b,ssd_1381,,AI828,SSD,2000GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Samsung,Samsung 970 Pro 512 GB M.2-2280 SSD PCIe 3.0 X4 NVME,True,94313052-8cdf-41f0-898b-5d2e4db33f67,ssd_1382,,970,SSD,512GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,KIOXIA,KIOXIA EXCERIA w/Heatsink 4TB SSD M.2-2280 PCIe 4.0 NVMe,True,9450654e-a56b-4b9d-942a-0d6bfc7d1feb,ssd_1383,,EXCERIA,SSD,4000GB
,500,ssd,"2.5""",SATA 6.0 Gb/s,,Titanium Micro,"Titanium Micro PD560 500GB SSD 2.5"" SATA 6.0 Gb/s",False,9454b409-4f66-43bc-8b05-926b71f05b22,ssd_1384,,PD560,SSD,500GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Inland,"Inland Platinum 1.024 TB SSD 2.5"" SATA 6.0 Gb/s",False,948faf31-1e6b-4902-99ab-6a1044a57b3f,ssd_1385,,Platinum,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Leven,Leven JPS800 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,94ad71e0-db45-444f-9c17-83e2c458f14d,ssd_1386,,JPS800,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Lexar,Lexar NQ700 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,94b73ba7-fcce-480e-98fb-54b9be1cf7be,ssd_1387,,NQ700,SSD,1000GB
,960,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Kingston,Kingston DC1000B 960GB SSD M.2 PCIe 3.0 NVMe,True,94da4005-758f-4d4f-a103-8870c82996c3,ssd_1388,,DC1000B,SSD,960GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Nextorage,Nextorage NEM-PAB 2TB SSD M.2 PCIe 4.0 NVMe,True,94e1056d-3322-482a-94e5-e6390c30edc2,ssd_1389,,NEM-PAB,SSD,2000GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,TEAMGROUP,TEAMGROUP T-Force Cardea Z540 1TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,94e7a83d-9e9a-4ca9-aefc-8e72b68d3d91,ssd_1390,,T-Force,SSD,1000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Lexar,"Lexar NS100 1TB 2.5"" SSD SATA 6.0 Gb/s",False,9509608a-046b-4e38-a21e-a8a01a197dfd,ssd_1391,,NS100,SSD,1000GB
,250,ssd,"2.5""",SATA 6.0 Gb/s,,Samsung,"Samsung 840 Evo 250GB 2.5"" SSD SATA",False,952b34c0-f161-4a42-b87d-959961325c56,ssd_1392,,840,SSD,250GB
,4000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Corsair,Corsair MP700 PRO SE 4TB M.2-2280 SSD PCIe 5.0 X4 NVMe,True,959c0b50-7829-4dbb-a01c-a721c5997f67,ssd_1393,,MP700,SSD,4000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Crucial,"Crucial BX100 1TB 2.5"" SSD SATA",False,95b3cad5-c41e-4d95-94f5-d1d764aed89a,ssd_1394,,BX100,SSD,1000GB
,128,ssd,"2.5""",SATA 6.0 Gb/s,,Inland,"Inland Platinum 128 GB SSD 2.5"" SATA 6.0 Gb/s",False,95befc04-7cd6-49b4-b4ec-bebe303daa31,ssd_1395,,Platinum,SSD,128GB
,4000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Gigabyte,Gigabyte AORUS Gen5 14000 4TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,95f76173-a2a2-4eef-9ab0-096b89486249,ssd_1396,,AORUS,SSD,4000GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,FFF Smart Life Connected,FFF Smart Life Connected G-Storategy NV470 w/Heatsink 4TB SSD M.2 PCIe 4.0 NVMe,True,96004925-ada5-4bef-82e1-f5655df32271,ssd_1397,,G-Storategy,SSD,4000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Gigabyte,Gigabyte AORUS Gen4 7000s 1TB M.2 SSD NVMe,True,960390c5-959c-4ebb-a459-cb92117a57e8,ssd_1398,,AORUS,SSD,1000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Kingston,Kingston NV1 500GB M.2 SSD PCIe 3.0 NVMe,True,961385f7-c744-4fc9-bb73-2b9fa5cf8c66,ssd_1399,,NV1,SSD,500GB
,1000,ssd,M.2-2280,M.2 SATA,,Samsung,Samsung 860 Evo 1TB SSD M.2-2280 SATA,False,96166dc5-4609-492a-b9ab-101b7fa5d1b2,ssd_1400,,860,SSD,1000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Inland,Inland Prime 500GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,961a5cd6-4af3-4898-8993-9b3393bd1a0b,ssd_1401,,Prime,SSD,500GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Corsair,"Corsair Force 3 240GB SSD 2.5"" SATA",False,9627d383-98b8-4a60-b770-e716f659e441,ssd_1402,,Force,SSD,240GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Inland,Inland QN450 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,96374d91-d1aa-418d-8f42-f93092c6389d,ssd_1403,,QN450,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Corsair,Corsair MP600 PRO XT 1TB M.2 SSD PCIe 4.0 NVMe,True,96700e4f-460a-480e-9fed-fbd5d7280c6c,ssd_1404,,MP600,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Nextorage,Nextorage G-Series LE 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,967e4aa2-da6b-4d4f-a80c-63c7fccb9eac,ssd_1405,,G-Series,SSD,2000GB
,4000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Crucial,Crucial T700 W/Heatsink 4TB M.2 SSD PCIe 5.0 NVMe,True,968e0324-6318-49dd-9048-9519294c5e82,ssd_1406,,T700,SSD,4000GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Samsung,Samsung 980 PRO 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,9695d541-311d-463f-9168-60f10e0566ed,ssd_1407,,980,SSD,500GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Corsair,Corsair MP400 2TB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,96a728fd-636a-4838-bf12-a717ad33b960,ssd_1408,,MP400,SSD,2000GB
,256,ssd,"2.5""",SATA 6.0 Gb/s,,Crucial,"Crucial M4 256GB SSD 2.5"" SATA",False,96ea7566-293e-4b8a-8c25-2d1298172b9b,ssd_1409,,M4,SSD,256GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Netac,Netac NV3000 500GB M.2-2280 SSD PCIe 3.0 X4 NVME,True,96f80b30-7152-41b3-b6c2-2020816e604f,ssd_1410,,NV3000,SSD,500GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,GOODRAM,GOODRAM IRDM PRO SLIM 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,9713217d-00cf-430c-aaf5-2b9890e4712b,ssd_1411,,IRDM,SSD,1000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 1TB 2.5"" SSD SATA",False,9713cf8a-61e7-4666-bbb3-8389e7b318ff,ssd_1412,,Barracuda,SSD,1000GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,Toshiba,"Toshiba VX500 1TB 2.5"" SSD SATA",False,972fe231-51c0-4440-af79-a335747d1d86,ssd_1413,,VX500,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,ADATA,ADATA XPG GAMMIX S50 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,9753db37-e20f-4837-b18c-4e68680ac0f4,ssd_1414,,XPG,SSD,1000GB
,512,ssd,M.2-2280,M.2 SATA,,Timetec,Timetec 35TTQNM2SATA 512GB SSD M.2 SATA,False,9768e6fe-03c4-4929-b035-24b73b976884,ssd_1415,,35TTQNM2SATA,SSD,512GB
,1000,ssd,"2.5""",SATA 6.0 Gb/s,,SanDisk,"SanDisk X400 1TB SSD 2.5"" SATA",False,97d5a48a-14f6-4ce4-a948-7b5afb9caf90,ssd_1416,,X400,SSD,1000GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Intel,Intel 660p 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,97d9c020-974d-4805-bddf-fe76d568c099,ssd_1417,,660p,SSD,1000GB
,2000,ssd,"2.5""",SATA 6.0 Gb/s,,Seagate,"Seagate Barracuda Compute 2TB SSD 2.5"" SATA 6.0 Gb/s",False,97e45010-11c7-4bcc-835a-886fd346f5c6,ssd_1418,,Barracuda,SSD,2000GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,TEAMGROUP,"TEAMGROUP CX2 512GB 2.5"" SSD SATA 6.0 Gb/s",False,980b8029-9a2d-432f-bb55-9d25b08bf168,ssd_1419,,CX2,SSD,512GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel DC S3500 120GB SSD 2.5"" SATA 6.0 Gb/s",False,9813dfc0-1f77-40d6-ab2e-3ea34c293228,ssd_1420,,DC,SSD,120GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA XPG GAMMIX S5 1TB SSD M.2-2280 PCIe 3.0 X4 NVME,True,9864e1ca-fc8a-4e9d-b216-05d7a416d6eb,ssd_1421,,XPG,SSD,1000GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Crucial,"Crucial BX300 240GB SSD 2.5"" SATA 6.0 Gb/s",False,98655c26-a166-4612-9b4e-70860819c04c,ssd_1422,,BX300,SSD,240GB
,128,ssd,M.2-2280,M.2 SATA,,ADATA,ADATA SU800 128GB M.2-2280 SSD SATA,False,986d59f1-05a6-4bf8-8b5c-2940a7af7b52,ssd_1423,,SU800,SSD,128GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Lexar,Lexar Professional NM800PRO 2TB SSD M.2-2280 PCIe 4.0 NVMe,True,98703137-229b-4a41-9bd8-a0a0072da1c2,ssd_1424,,Professional,SSD,2000GB
,256,ssd,PCIe,M.2 PCIe 3.0 x4,,OCZ,OCZ RD400A 256GB SSD PCIe NVMe,True,988e477b-5f77-4b1c-a852-2c2f6494eaa9,ssd_1425,,RD400A,SSD,256GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA LEGEND 700 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,98998600-aa96-4731-8a09-d84efc6a6811,ssd_1426,,LEGEND,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Lexar,Lexar NQ790 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,98cc9147-a6d8-4e49-8bc5-c010a0a918a8,ssd_1427,,NQ790,SSD,2000GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,Lexar,"Lexar NQ100 480GB SSD 2.5"" SATA",False,98d388cf-a19d-4ec2-806a-9a91010c285a,ssd_1428,,NQ100,SSD,480GB
,8000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,TEAMGROUP,TEAMGROUP T-Force GE PRO AirFlow 8TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,98e8ec2c-cfb9-4ba4-a49e-1e84100ec070,ssd_1429,,T-Force,SSD,8000GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Crucial,Crucial T705 W/Heatsink Limited Edition 2TB SSD M.2-2280 PCIe 5.0 X4 NVMe,True,990dbbcb-cff0-47ff-b0c3-440c5ac2143d,ssd_1430,,T705,SSD,2000GB
,250,ssd,"3.5""",SATA 3.0 Gb/s,,OCZ,"OCZ Colossus LT 250 GB 3.5""",False,9945c3f7-23be-4894-8a84-11149002e593,ssd_1431,,Colossus,SSD,250GB
,2000,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel DC P4500 2TB SSD 2.5"" SATA",False,9989ea13-9869-4372-93e0-d536e3eb43e7,ssd_1432,,DC,SSD,2000GB
,4000,ssd,"2.5""",SATA 6.0 Gb/s,,Integral,"Integral V 4TB SSD 2.5"" SATA",False,9991d2e9-d966-464d-82a8-d290a67e7db8,ssd_1433,,V,SSD,4000GB
,256,ssd,M.2-2280,M.2 PCIe 4.0 x4,,KIOXIA,KIOXIA BG5 SED 256GB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,9992096d-31d1-4b3a-91dd-e9597a4e1764,ssd_1434,,BG5,SSD,256GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,PNY,"PNY CS900 480GB 2.5"" SSD SATA 6.0 Gb/s",False,99978ee6-a7ff-4c76-9f24-fb1c872d88bc,ssd_1435,,CS900,SSD,480GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Addlink,Addlink S90 Lite 1TB SSD M.2 PCIe 4.0 NVMe,True,99b37a3a-4474-43fc-bad3-1cf4cf98cbfa,ssd_1436,,S90,SSD,1000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Klevv,Klevv CRAS C925 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,99c5a8af-c57f-4d09-aa21-e8cd9418d759,ssd_1437,,CRAS,SSD,2000GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Patriot,Patriot VPN100 2TB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,9a077f00-aa9d-4b97-988c-691d3c99401c,ssd_1438,,VPN100,SSD,2000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Samsung,Samsung 980 SSD 500GB M.2 NVMe Interface PCIe 3.0 x4 Internal Solid State Drive with V-NAND 3 bit MLC Technology,True,9a0ce7b6-93e8-4ed1-9408-8f49f5535568,ssd_1439,2021,980,SSD,500GB
,2000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Fastro,Fastro MS200 2TB SSD M.2 PCIe 3.0 X4 NVMe,True,9a4961b5-69f3-4ea6-9d26-ad923e2fbd82,ssd_1440,,MS200,SSD,2000GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,TEAMGROUP,"TEAMGROUP T-Force Delta Max White RGB Lite 512GB SSD 2.5"" SATA 6.0 Gb/s",False,9b12f27f-0463-4a76-8b1d-f9f957f2ad7a,ssd_1441,,T-Force,SSD,512GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Gigabyte,Gigabyte AORUS Gen5 14000 1TB SSD M.2-2280 PCIe 5.0 X4 NVMe,True,9b27284c-e9e5-4b46-bdc6-d156bd52f3a2,ssd_1442,,AORUS,SSD,1000GB
,500,ssd,"2.5""",SATA 6.0 Gb/s,,Integral,"Integral V Series 2 500GB SSD 2.5"" SATA 6.0 Gb/s",False,9b2b4dab-2aa0-4152-9d6b-8050bf586c79,ssd_1443,,V,SSD,500GB
,512,ssd,"2.5""",SATA 6.0 Gb/s,,Inland,"Inland Professional 512 GB SSD 2.5"" SATA 6.0 Gb/s",False,9b31db17-2cc5-4b8f-b644-2960015bea95,ssd_1444,,Professional,SSD,512GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,TEAMGROUP,TEAMGROUP MP33 PRO 1TB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,9b44cf8f-f093-48c7-8da9-6fee266e1b6f,ssd_1445,,MP33,SSD,1000GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Silicon Power,Silicon Power XS70 4TB SSD M.2-2280 PCIe 4.0 NVMe,True,9b48958a-f6bc-4d63-8574-d04b348dcae2,ssd_1446,,XS70,SSD,4000GB
,480,ssd,"2.5""",SATA 6.0 Gb/s,,SanDisk,"SanDisk EXTREME PRO 480GB SSD 2.5"" SATA 6.0 Gb/s",False,9b7ac8ee-12d7-4558-b786-6733d9d42d7a,ssd_1447,,EXTREME,SSD,480GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,TEAMGROUP,TEAMGROUP T-Force Cardea Zero Z340 1TB SSD M.2 NVMe,True,9b86d19b-7cb3-421c-ae3d-c2b55c3c6743,ssd_1448,,T-Force,SSD,1000GB
,4000,ssd,"2.5""",U.2,,Intel,"Intel DC P4510 4TB SSD 2.5"" U.2",False,9b918fb2-dd82-42c2-989c-44aeaa934fd9,ssd_1449,,DC,SSD,4000GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Western Digital,Western Digital WD_Black SN850X w/Heatsink 1TB SSD M.2-2280 PCIe 4.0 NVMe,True,9b9f1fdf-e783-4f39-808c-9122282d5418,ssd_1450,,WD_Black,SSD,1000GB
,500,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA Swordfish 500GB M.2-2280 SSD PCIe 3.0 X4 NVME,True,9bb03ca7-3e24-441f-9456-f9be3a6d219e,ssd_1451,,Swordfish,SSD,500GB
,512,ssd,M.2-2280,M.2 PCIe 3.0 x4,,HP,HP EX950 512GB M.2-2280 SSD PCIe 3.0 x4 NVMe,True,9bb59584-a806-4068-bb29-f0d7a8ae8720,ssd_1452,,EX950,SSD,512GB
,250,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA Swordfish 250GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,9bc3717d-5f62-4d13-9fd9-56bcfa99ca9d,ssd_1453,,Swordfish,SSD,250GB
,256,ssd,M.2-2280,M.2 PCIe 3.0 x4,,XOC,XOC G300 256GB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,9bd315d6-598e-42be-8652-c1d8bf5c8ead,ssd_1454,,G300,SSD,256GB
,512,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Western Digital,Western Digital PC SN740 Pyrite 512 GB M.2 2230 SSD PCIe 4.0 X4 NVMe,True,9bd8ffc3-f586-4a80-b7e1-31fefa58bd5b,ssd_1455,,PC,SSD,512GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,FanXiang,FanXiang S770 4TB SSD M.2 PCIe 4.0 NVMe,True,9bf264af-aae5-4dc1-bdc1-0b5853feb19b,ssd_1456,,S770,SSD,4000GB
,960,ssd,"3.5""",SATA 6.0 Gb/s,,Lenovo,"Lenovo S4520 960GB SSD 3.5"" SATA",False,9c083428-b6dd-44d4-bc4e-77948cc8ba2c,ssd_1457,,S4520,SSD,960GB
,1000,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Netac,Netac NV3000 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,True,9c206877-3866-4764-ae52-ab010e2b5ebf,ssd_1458,,NV3000,SSD,1000GB
,500,ssd,"2.5""",SATA 6.0 Gb/s,,Western Digital,"Western Digital Red SA500 500GB SSD 2.5"" SATA 6.0 Gb/s",False,9c2c82a9-cc53-4b26-b7d0-6a135b491ca7,ssd_1459,,Red,SSD,500GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Western Digital,Western Digital PC SN740 Pyrite 2TB M.2 SSD PCIe 4.0 NVMe,True,9c2d031f-d4c5-47ba-b4f0-7be9f94b1e59,ssd_1460,,PC,SSD,2000GB
,512,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Acer,Acer Predator GM7000 512 GB M.2-2280 SSD PCIe 4.0 X4 NVME,True,9c2e4d0d-2939-461b-b4ff-3b58d5906130,ssd_1461,,Predator,SSD,512GB
,16000,ssd,"2.5""",SATA 6.0 Gb/s,,Mushkin,"Mushkin Source HC 16 TB 2.5"" SSD SATA 6.0 Gb/s",False,9c5bd48f-819e-4b0c-b848-336eb17fa877,ssd_1462,,Source,SSD,16000GB
,120,ssd,"2.5""",SATA 6.0 Gb/s,,Transcend,"Transcend TS120GSSD220S 120GB SSD 2.5"" SATA",False,9c6add6f-1458-4523-a04f-0b3c625e9de9,ssd_1463,,TS120GSSD220S,SSD,120GB
,1000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Gigabyte,Gigabyte AORUS Gen5 10000 1TB M.2-2280 SSD PCIe 5.0 NVMe,True,9c8ddf7c-3dd3-4407-afe7-16c950f47e80,ssd_1464,,AORUS,SSD,1000GB
,256,ssd,M.2-2230,M.2 PCIe 4.0 x4,,Western Digital,Western Digital PC SN740 Pyrite 256GB SSD M.2-2230 PCIe 4.0 x4 NVMe,True,9c9c4911-54f0-47d2-9915-ccbd02370e58,ssd_1465,,PC,SSD,256GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Sabrent,Sabrent Rocket 4.0 500GB M.2 SSD PCIe 4.0 X4 NVMe,True,9cac3b9e-64f6-4d14-918b-e0a28eec9e08,ssd_1466,,Rocket,SSD,500GB
,2000,ssd,M.2-2280,M.2 PCIe 5.0 x4,,Lexar,Lexar NM990 2TB SSD M.2-2280 PCIe 5.0 x4 NVMe,True,9cb64478-f1b7-425a-aec7-1e46daf709f1,ssd_1467,,NM990,SSD,2000GB
,120,ssd,M.2-2280,M.2 PCIe 3.0 x4,,Corsair,Corsair Force MP500 120GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,9cc9c892-e92a-43d9-9b05-9f16676f1add,ssd_1468,,Force,SSD,120GB
,1000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,PNY,PNY CS2240 1TB SSD M.2 PCIe 4.0 NVMe,True,9cee1e39-0587-4384-a16f-ef4732bab98a,ssd_1469,,CS2240,SSD,1000GB
,480,ssd,M.2-2280,M.2 PCIe 3.0 x4,,ADATA,ADATA XPG GAMMIX S11 480GB SSD M.2-2280 PCIe 3.0 X4 NVMe,True,9cf564c1-773c-4ff1-9f24-e769623525d5,ssd_1470,,XPG,SSD,480GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Inland,Inland TN470 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,True,9d128e1a-4d5e-4a80-bb63-1acc567b86bc,ssd_1471,,TN470,SSD,2000GB
,180,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel 530 180GB SSD 2.5"" SATA 6.0 Gb/s",False,9d246c66-6ef7-48b8-b041-21a7f1aca2bd,ssd_1472,,530,SSD,180GB
,960,ssd,"2.5""",SATA 6.0 Gb/s,,Intel,"Intel DC S3520 960GB SSD 2.5"" SATA",False,9d346c6b-ed96-434d-a52b-e3cf403cca48,ssd_1473,,DC,SSD,960GB
,500,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Integral,Integral M3 Series Plus 500GB SSD M.2-2280 PCIe 4.0 x4 NVMe,True,9d478984-2fd3-4128-8277-c7a5dac361a5,ssd_1474,,M3,SSD,500GB
,480,ssd,M.2-2280,M.2 PCIe 4.0 x4,,Micron,Micron 7400 PRO 480GB M.2-2280 SSD PCIe 4.0 x4 NVMe,True,9d6286dd-45eb-4d07-85fe-c83365089171,ssd_1475,,7400,SSD,480GB
,4000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,TEAMGROUP,TEAMGROUP T-Force Z44A7Q 4TB SSD M.2 PCIe 4.0 NVMe,True,9d875ab8-9d23-4e40-aab4-a4aaccbffa70,ssd_1476,,T-Force,SSD,4000GB
,2000,ssd,M.2-2280,M.2 PCIe 4.0 x4,,MSI,MSI SPATIUM M480 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,True,9d981480-3f61-451e-aa9c-00515cf9af9b,ssd_1477,,SPATIUM,SSD,2000GB
,240,ssd,"2.5""",SATA 6.0 Gb/s,,Centon,"Centon MP Essential 240 GB SSD 2.5"" SATA 6.0 Gb/s",False,9da73e74-12d8-451d-b874-0e4a4cd43bc8,ssd_1478,,MP,SSD,240GB
