cache_l2,cache_l3,category,clock_base,clock_boost,clock_efficiency_base,clock_efficiency_boost,cores_efficiency,cores_performance,cores_total,integrated_graphics,manufacturer,memory_channels,memory_max_gb,memory_types,microarchitecture,name,opendb_id,part_id,release_year,series,socket,tdp,threads,variant
24,30,cpu,3.4,5.4,2.5,4.2,,,16,None,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i7 13700KF 3.4 GHz 16-Core LGA1700,8a042a3a-8c29-4599-8be6-b93f55830e54,cpu_0411,,Intel Core i7,LGA 1700,125,24,
14,30,cpu,3.4,5.5,2.5,4,,,16,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i9 12900KS 3.4 GHz 16-Core LGA1700,8a185318-6ca2-4a53-93b1-f01d9d5dbad1,cpu_0412,,Intel Core i9,LGA 1700,150,24,
14,30,cpu,3.2,5.2,2.4,3.9,,,16,None,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i9 12900KF 3.2 GHz 16-Core LGA1700,8a75e218-1c37-4639-9945-59d320271ffc,cpu_0413,,Intel Core i9,LGA 1700,125,24,
1,8,cpu,3.8,4.2,,,,4,4,Intel HD Graphics P630,Intel,,,,Kaby Lake,Intel Xeon E3 1275 V6 3.8 GHz 4-Core LGA1151,8ab31f9c-94f6-4b90-92b3-1f7cccf87d06,cpu_0414,,Intel Xeon E3,LGA 1151,73,8,
2,0,cpu,3.8,4,,,,4,4,None,AMD,,,DDR4,Excavator,AMD Athlon X4 970 3.8 GHz 4-Core AM4,8af911b8-c83c-4f4f-90a0-67581e682702,cpu_0415,,AMD Athlon X4,AM4,65,4,
1,6,cpu,2.7,3.3,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6400 2.7 GHz 4-Core LGA1151,8b3369aa-e320-4777-ba00-61cc17ec5bac,cpu_0416,,Intel Core i5,LGA 1151,65,4,
5,15,cpu,2.1,2.6,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2620 V2 2.1 GHz 6-Core LGA2011,8bc6e602-918f-4438-bf87-1e6e2a9311cc,cpu_0417,,Intel Xeon E5,LGA 2011,80,12,
5,35,cpu,2,3,,,,14,14,None,Intel,,,,Haswell,Intel Xeon E5 2683 V3 2 GHz 14-Core LGA2011-3,8bcc853a-761a-4446-920c-5f9fd9450f57,cpu_0418,,Intel Xeon E5,LGA 2011-3,120,28,
1,8,cpu,2,3,,,,4,4,Intel HD Graphics P530,Intel,,,,Skylake,Intel Xeon E3 1235L V5 2 GHz 4-Core LGA1151,8bcd138c-f058-4ccb-8bb1-a0803b7067a5,cpu_0419,,Intel Xeon E3,LGA 1151,25,4,
4,0,cpu,3.7,4,,,,4,4,None,AMD,,,,Steamroller,AMD Athlon X4 860K 3.7 GHz 4-Core FM2+,8bd90c74-e901-47b9-b83e-7688b912290b,cpu_0420,,AMD Athlon X4,FM2+,95,4,
5,15,cpu,3.3,3.9,,,,6,6,None,Intel,,,,Sandy Bridge,Intel Xeon E5-1660 3.3 GHz 6-Core LGA2011,8bdf245c-1a7d-498d-bde4-eecc1c2d0015,cpu_0421,,Intel Xeon E5,LGA 2011,130,12,
2,16,cpu,3.4,5,,,,8,8,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2278G 3.4 GHz 8-Core LGA1151,8bee943b-fbf9-4a79-8eca-57014707ba44,cpu_0422,,Intel Xeon E,LGA 1151,80,16,
3,32,cpu,3.6,4.2,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3600 3.6 GHz 6-Core AM4 OEM/Tray,8bff3723-fbb9-4ad3-b97c-4750c1c37dc9,cpu_0423,,AMD Ryzen 5,AM4,65,12,
2,20,cpu,2.9,3.8,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2690 2.9 GHz 8-Core LGA2011,8c135700-ba0d-4b26-a9f8-ec7b33acb47e,cpu_0424,,Intel Xeon E5,LGA 2011,135,16,
1,8,cpu,4,4.6,,,,4,4,Intel HD Graphics 630,Intel,,,,Coffee Lake Refresh,Intel Core i3 9350K 4 GHz 4-Core LGA1151 OEM/Tray,8c59fccb-f3ae-4cd5-b96b-fd7d3b47a9c6,cpu_0425,,Intel Core i3,LGA 1151,91,4,
2,20,cpu,3.2,3.8,,,,8,8,None,Intel,,,,Haswell,Intel Xeon E5 1680 V3 OEM/Tray 3.2 GHz 8-Core LGA2011-3,8ce055e1-4fd0-4f7b-8bc7-fa9f226e6b3d,cpu_0426,,Intel Xeon E5,LGA 2011-3,140,16,
4,16,cpu,3.6,5,,,,8,8,Intel UHD Graphics 750,Intel,,,,Rocket Lake,Intel Core i7 11700K 3.6 GHz 8-Core LGA1200,8d8b2fcb-8a7b-4355-9235-b90ee7d0416d,cpu_0427,,Intel Core i7,LGA 1200,125,16,
5,12,cpu,2.9,4.3,,,,6,6,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i5 10400 2.9 GHz 6-Core LGA1200,8d8fc082-483c-4e5a-980f-d6191a73f946,cpu_0428,,Intel Core i5,LGA 1200,65,12,
5,12,cpu,3.5,4.5,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2146G 3.5 GHz 6-Core LGA1151,8dbf139b-a0a0-40e3-b62d-687eb16b964e,cpu_0429,,Intel Xeon E,LGA 1151,80,12,
4,32,cpu,3.8,4.7,,,,8,8,None,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5800X 3.8 GHz 8-Core AM4,8f4be642-fc35-4ec2-aa3d-e06c5eb21b10,cpu_0430,,AMD Ryzen 7,AM4,105,16,
1,4,cpu,3.1,3.6,,,,4,4,Intel Iris Pro Graphics 6200,Intel,,,,Broadwell,Intel Core i5 5675C 3.1 GHz 4-Core LGA1150 OEM/Tray,8f586be2-4905-46b3-9334-8b28cfa5d9a4,cpu_0431,,Intel Core i5,LGA 1150,65,4,
5,35,cpu,2.3,3.3,,,,14,14,None,Intel,,,,Haswell,Intel Xeon E5 2695 V3 2.3 GHz 14-Core LGA2011-3,8f7f7070-4e2f-458f-803e-d4558ed5a3c3,cpu_0432,,Intel Xeon E5,LGA 2011-3,120,28,
5,12,cpu,3.7,4.7,,,,6,6,Intel UHD Graphics 630,Intel,,,,Coffee Lake,Intel Core i7 8700K 3.7 GHz 6-Core LGA1151 OEM/Tray,8f887239-9d8c-4991-ab07-f9d7dda9cf81,cpu_0433,,Intel Core i7,LGA 1151,95,12,
2,4,cpu,3.6,4,,,,4,4,AMD Radeon Vega 8,AMD,,,DDR4,Zen+,AMD Ryzen 3 3200G 3.6 GHz 4-Core AM4,8fa3e52f-5fef-48ff-bba6-0f81708ccacf,cpu_0434,,AMD Ryzen 3,AM4,65,4,
4,16,cpu,3.8,4.6,,,,8,8,AMD Radeon Vega 8,AMD,,,DDR4,Zen 3,AMD Ryzen 7 5700G 3.8 GHz 8-Core AM4,8fc4b00d-bab9-40e6-b277-bc8d77bea153,cpu_0435,,AMD Ryzen 7,AM4,65,16,
12,128,cpu,4.4,5.5,,,,12,12,AMD Radeon,AMD,,,DDR5,Zen 5,AMD Ryzen 9 9900X3D 4.4 GHz 12-Core AM5,8fcefb4e-6fa9-4b70-8fa7-5679a9e15e9c,cpu_0436,,AMD Ryzen 9,AM5,120,24,
1,8,cpu,3.1,3.5,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E3 1220 V3 3.1 GHz 4-Core LGA1150,908c9770-d690-4831-a76c-dd596c151a5d,cpu_0437,,Intel Xeon E3,LGA 1150,80,4,
3,30,cpu,2.4,3.2,,,,12,12,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2695 V2 2.4 GHz 12-Core LGA2011,91fcaece-91d8-4e65-9150-12e2d032539c,cpu_0438,,Intel Xeon E5,LGA 2011,115,24,
32,128,cpu,4,5.3,,,,,32,None,AMD,8,,DDR5,Zen 4,AMD Ryzen Threadripper PRO 7975WX,92e90c8a-4ba7-4bab-934c-67cc037a9568,cpu_0439,2023,AMD Ryzen Threadripper PRO 7000 WX,sTR5,350,64,7975WX
2,0,cpu,3.5,3.8,,,,4,4,AMD Radeon R7 (on-die),AMD,,,DDR4,Excavator,AMD A10 9700 3.5 GHz 4-Core AM4,92f76877-d37d-4026-a930-e71d0880d506,cpu_0440,,AMD A10,AM4,65,4,
32,36,cpu,2,5.2,1.5,4.2,16,8,24,None,,2,,"DDR5, DDR4",Raptor Lake,Intel Core i9-13900F,93785a7d-3236-4698-8780-0a7451871913,cpu_0441,2023,,LGA 1700,65,32,
1,6,cpu,3.7,4.4,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10105 3.7 GHz 4-Core LGA1200,939fdb63-6331-4459-87ab-6810fd7c72eb,cpu_0442,,Intel Core i3,LGA 1200,65,8,
2,12,cpu,3,4.7,,,,8,8,None,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700F 3 GHz 8-Core LGA1151 (OEM/Tray),93f48bd1-4813-4331-a8f0-276bdf6c5a51,cpu_0443,,Intel Core i7,LGA 1151,65,8,
1,8,cpu,3.3,3.7,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E3-1230 V3 3.3 GHz 4-Core LGA1150,94839eda-ee77-49d2-897c-c216fcc87911,cpu_0444,,Intel Xeon E3,LGA 1150,80,8,
1,6,cpu,3.5,3.9,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i5 4690K 3.5 GHz 4-Core LGA1150,94ed8079-1344-48d2-8ead-ec54d42b9c21,cpu_0445,,Intel Core i5,LGA 1150,88,4,
36,30,cpu,2.4,5.3,1.8,4.6,,,20,Intel Xe Graphics,Intel,,,DDR5,Arrow Lake,Intel Core Ultra 7 265 2.4 GHz 20-Core LGA1851,954f813a-ea12-440d-9159-854a65bcbde3,cpu_0446,,Intel Core Ultra 7,LGA 1851,65,20,
1,10,cpu,3.7,3.9,,,,4,4,None,Intel,,,,Ivy Bridge,Intel Xeon E5 1620 V2 3.7 GHz 4-Core LGA2011,9614e97c-cd22-4d17-8533-8ce8651d9348,cpu_0447,,Intel Xeon E5,LGA 2011,130,8,
2,20,cpu,2.4,3.1,,,,8,8,None,Intel,,,,Sandy Bridge,Intel Xeon E5 2665 2.4 GHz 8-Core LGA2011 OEM/Tray,968b85d5-ba51-42ca-9bb0-e469f5132898,cpu_0448,,Intel Xeon E5,LGA 2011,115,16,
12,64,cpu,4.7,5.3,,,,,12,None,AMD,8,,DDR5,Zen 4,AMD Ryzen Threadripper PRO 7945WX,96adc181-a445-4ce5-8a40-c6dd28e5ca6e,cpu_0449,2023,AMD Ryzen Threadripper PRO 7000 WX,sTR5,350,24,7945WX
383,20,cpu,3.4,3.7,,,,6,6,None,Intel,,,,Broadwell,Intel Xeon E5 2643 V4 3.4 GHz 6-Core LGA2011-3 OEM/Tray,96c51703-09ad-4260-8125-fa3b7185abe8,cpu_0450,,Intel Xeon E5,LGA 2011-3,135,12,
1,0,cpu,3.8,4,,,,2,2,AMD Radeon HD 8370D,AMD,,,,Piledriver,AMD A4 A4-6320 3.8 GHz 2-Core FM2,96da2a48-87d8-48b6-b4df-93e10546be5f,cpu_0451,,AMD A4,FM2,65,2,
2,12,cpu,3.6,4.9,,,,8,8,None,Intel,,,,Coffee Lake Refresh,Intel Core i7 9700KF 3.6 GHz 8-Core LGA1151,978c6a6e-24b6-4a23-b063-86a699eff902,cpu_0452,,Intel Core i7,LGA 1151,95,8,
5,15,cpu,2.5,3,,,,6,6,None,Intel,,,,Ivy Bridge,Intel Xeon E5 2430V2 2.5 GHz 6-Core LGA1356,9797d1e5-06e8-4048-bbb8-9743603ff6c2,cpu_0453,,Intel Xeon E5,LGA 1356,80,12,
12,25,cpu,3.5,4.4,,,,12,12,None,Intel,,,,Skylake,Intel Core i9 9920X 3.5 GHz 12-Core LGA2066 OEM/Tray,97a1b424-136f-4c5b-9b7f-fd7a63bccc81,cpu_0454,,Intel Core i9,LGA 2066,165,24,
1,8,cpu,3.6,4.5,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2144G 3.6 GHz 4-Core LGA1151 OEM/Tray,9851fef5-0cae-4ff8-91b4-67448fe260c9,cpu_0455,,Intel Xeon E,LGA 1151,71,8,
8,64,cpu,3.3,4.8,,,,16,16,None,AMD,,,DDR4,Zen 3,AMD Ryzen 9 5900XT 3.3 GHz 16-Core AM4,99464443-aee0-4b34-bb27-dc7e2594943c,cpu_0456,,AMD Ryzen 9,AM4,105,32,
0,4,cpu,3.7,0,0,0,0,0,2,Intel UHD Graphics 610,,2,,DDR4,Coffee Lake,Intel Pentium Gold G5400 Processor,9a7ca5bd-0c01-4f16-ae1f-f2b5f50d2021,cpu_0457,2018,,LGA 1151,58,4,
2,20,cpu,2.6,3.4,,,,8,8,None,Intel,,,,Haswell,Intel Xeon E5 2640 V3 2.6 GHz 8-Core LGA2011-3 OEM/Tray,9af7e95a-b33e-42ba-b962-a52b981c1777,cpu_0458,,Intel Xeon E5,LGA 2011-3,90,16,
40,36,cpu,3.7,5.5,3.2,4.7,16,8,24,Intel Graphics,Intel,2,,DDR5,Arrow Lake Refresh,Intel Core Ultra 7 270K Plus,9b2f142a-6a8f-46bd-a0aa-4b842a20fa18,cpu_0459,2026,Intel Core Ultra 7 200,LGA 1851,125,24,270K Plus
8,8,cpu,3.4,4.3,,,,8,8,None,AMD,,,,Piledriver,AMD FX 8310 FX-8310 3.4 GHz 8-Core AM3+,9b42806a-944e-401b-9081-77071dc8ea85,cpu_0460,,AMD FX,AM3+,95,8,
6,25,cpu,3.5,4,,,,6,6,None,Intel,,,,Skylake,Intel Core i7 7800X 3.5 GHz 6-Core LGA2066,9ba01056-5190-4d7b-ade4-e930eeddd24c,cpu_0461,,Intel Core i7,LGA 2066,140,12,
1,0,cpu,3.5,3.9,,,,2,2,None,AMD,,,,Steamroller,AMD Athlon X2 450 3.5 GHz 2-Core FM2+ OEM/Tray,9bbefd0a-08e7-4675-8ac4-7680ac600df7,cpu_0462,,AMD Athlon X2,FM2+,65,2,
1,6,cpu,3,3.8,,,,4,4,Intel UHD Graphics 630,Intel,,,,Comet Lake,Intel Core i3 10100T 3 GHz 4-Core LGA1200 OEM/Tray,9be9d04a-4d1a-4e06-a9ad-4dacd17cc8f1,cpu_0463,,Intel Core i3,LGA 1200,35,8,
5,12,cpu,3.7,4.7,,,,6,6,Intel HD Graphics P630,Intel,,,,Coffee Lake,Intel Xeon E 2176G 3.7 GHz 6-Core LGA1151,9cf38b8e-4736-454a-a3f2-8adf9a3ea139,cpu_0464,,Intel Xeon E,LGA 1151,80,12,
6,32,cpu,3.5,4.3,,,,12,12,None,AMD,,,,Zen+,AMD Threadripper 2920X 3.5 GHz 12-Core sTR4 OEM/Tray,9e33d743-2658-4a95-b0ea-4ce4a8c137bd,cpu_0465,,AMD Threadripper,TR4,180,24,
1,8,cpu,2.8,3.6,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i7 6700T 2.8 GHz 4-Core LGA1151,9e6a18b0-8ea6-4cfc-a135-84a6c6819faa,cpu_0466,,Intel Core i7,LGA 1151,35,8,
5,12,cpu,2.5,4.2,,,,4,4,Intel UHD Graphics 730,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i3 13100T 2.5 GHz 4-Core LGA1700 OEM/Tray,9ea982fe-1d3e-4600-b608-279496b2fedb,cpu_0467,,Intel Core i3,LGA 1700,35,8,
18,24,cpu,2.6,4.4,,,,18,18,None,Intel,,,,Skylake,Intel Core i9 7980XE 2.6 GHz 18-Core LGA2066,9ee0dbe7-c96f-45ef-a814-8c7d6c8b49a1,cpu_0468,,Intel Core i9,LGA 2066,165,36,
8,11,cpu,3.6,4.5,,,,8,8,None,Intel,,,,Skylake,Intel Core i7 7820X 3.6 GHz 8-Core LGA2066 OEM/Tray,9ee32220-f378-49ac-bf96-d6e2477e2063,cpu_0469,,Intel Core i7,LGA 2066,140,16,
5,9,cpu,3,4.4,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9500F 3.0 GHz 6-Core LGA1151 OEM/Tray,9f02cb3b-f070-42cb-9fb0-79a5995c5fae,cpu_0470,,Intel Core i5,LGA 1151,65,6,
3,32,cpu,3.8,4.5,,,,6,6,None,AMD,,,DDR4,Zen 2,AMD Ryzen 5 3600XT 3.8 GHz 6-Core AM4,9f192a62-7a9d-4fb1-8e2c-9e3b6c8610f2,cpu_0471,,AMD Ryzen 5,AM4,95,12,
5,12,cpu,3.5,4.7,,,,4,4,None,Intel,,,"DDR5, DDR4",Raptor Lake Refresh,Intel Core i3 14100F 3.5 GHz 4-Core LGA1700,9f7d0407-954b-492f-86cf-20f0c0150aed,cpu_0472,,Intel Core i3,LGA 1700,58,8,
1,8,cpu,4,4.6,,,,4,4,None,Intel,,,,Coffee Lake Refresh,Intel Core i3 9350KF 4 GHz 4-Core LGA1151,a020be7c-91fe-4ac1-b304-a9f2ba8268c4,cpu_0473,,Intel Core i3,LGA 1151,91,4,
30,30,cpu,4.2,5.3,3.3,4.6,12,6,18,None,Intel,2,,DDR5,Arrow Lake Refresh,Intel Core Ultra 5 250KF Plus,a0415d5e-2c30-4133-873e-92a5f37ae9da,cpu_0474,2026,Intel Core Ultra 5 200,LGA 1851,125,18,250KF Plus
14,30,cpu,3.2,5.2,2.4,3.9,,,16,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i9 12900K 3.2 GHz 16-Core LGA1700,a0535313-5457-4b3a-8ff3-a7550e458406,cpu_0475,,Intel Core i9,LGA 1700,125,24,
5,25,cpu,3.1,3.5,,,,10,10,None,Intel,,,,Haswell,Intel Xeon E5 2687W V3 3.1 GHz 10-Core LGA2011-3 OEM/Tray,a0b0d13b-626c-4dd2-a253-5ddbd67dba37,cpu_0476,,Intel Xeon E5,LGA 2011-3,160,20,
4,4,cpu,4,4.2,,,,4,4,None,AMD,,,,Piledriver,AMD FX FX FX-4320 4 GHz 4-Core AM3+ OEM/Tray,a10c71dc-1015-4bac-b802-ae04e70d487e,cpu_0477,,AMD FX,AM3+,95,4,
8,8,cpu,4,4.2,0,0,0,0,8,None,,2,,DDR3,Vishera,AMD FX-8350,a1272cd8-f01a-47d7-b41b-0381c2fd4ece,cpu_0478,2012,,AM3+,125,8,
16,64,cpu,4.5,5.4,,,,,16,,AMD,8,,DDR5,Zen 5,AMD Ryzen Threadripper PRO 9955WX,a1839f54-8d05-4b94-b1ab-6dcc43705dcd,cpu_0479,2025,AMD Ryzen Threadripper PRO 9000 WX-Series,sTR5,350,32,PRO 9955WX
10,75,cpu,3.3,4.5,,,,10,10,None,Intel,,,,Skylake,Intel Core i9 7900X 3.3 GHz 10-Core LGA2066,a1f1291c-5477-4a75-969c-cdda9ff681a1,cpu_0480,,Intel Core i9,LGA 2066,140,20,
1,10,cpu,3.5,3.6,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E5 1620 V3 3.5 GHz 4-Core LGA2011-3,a23a5235-8ab4-4dd1-b48d-ca1fbbf25a94,cpu_0481,,Intel Xeon E5,LGA 2011-3,140,8,
1,0,cpu,3,3.4,,,,2,2,AMD Radeon R5 (on-die),AMD,,,DDR4,Excavator,AMD A-Series A6 9500E 3.0 GHz 2-Core AM4,a317493e-ab39-47e0-80c1-dc7f8643d77c,cpu_0482,,AMD A6,AM4,35,2,
1,6,cpu,3.3,3.7,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i5 4590 3.3 GHz 4-Core LGA1150,a35f20cb-82a9-49e3-b4a1-00ae22467f64,cpu_0483,,Intel Core i5,LGA 1150,84,4,
2,16,cpu,3.6,5,,,,8,8,None,Intel,,,,Coffee Lake Refresh,Intel Core i9 9900KF 3.6 GHz 8-Core LGA1151,a3f20a4b-2357-4700-afad-9f284e8240d7,cpu_0484,,Intel Core i9,LGA 1151,95,16,
2,16,cpu,3.6,5,0,0,0,0,8,Intel UHD Graphics 630,Intel,2,,DDR4,Coffee Lake Refresh,Intel Core i9-9900K,a44808fb-30a8-420c-8ddc-c8cb2645d89e,cpu_0485,2018,Core i9,LGA 1151,95,16,K
2,20,cpu,3,3.5,,,,8,8,None,Intel,,,,Haswell,Intel Core i7 Extreme 5960X 3 GHz 8-Core LGA2011-3 OEM/Tray,a48616b6-d2db-4efe-bfd6-1d82e093d64a,cpu_0486,,Intel Core i7 Extreme,LGA 2011-3,140,16,
1,4,cpu,3.5,0,0,0,0,0,2,AMD Radeon Vega 3,AMD,2,,DDR4,Zen,AMD Athlon 240GE,a50400bf-d4b1-4f5d-a4e6-1dda7d69e352,cpu_0487,2018,,AM4,35,4,
1,8,cpu,4,4.9,,,,4,4,Intel HD Graphics P630,Intel,,,,Coffee Lake Refresh,Intel Xeon E 2274G 4 GHz 4-Core LGA1151,a514d358-1a2c-42fa-a594-14fceee9643e,cpu_0488,,Intel Xeon E,LGA 1151,83,8,
1,8,cpu,3.7,4.1,,,,4,4,Intel HD Graphics P630,Intel,,,,Kaby Lake,Intel Xeon E3 1245 V6 3.7 GHz 4-Core LGA1151,a52d0c10-ee31-46cc-a2d7-1c27e66ce467,cpu_0489,,Intel Xeon E3,LGA 1151,73,8,
1,8,cpu,3.4,3.8,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E3 1240 V3 3.4 GHz 4-Core LGA1150,a54959e6-8f3f-4658-a71a-96e323d3de21,cpu_0490,,Intel Xeon E3,LGA 1150,80,8,
20,24,cpu,3.5,5.1,2.6,3.9,,,14,None,Intel,,,"DDR5, DDR4",Raptor Lake,Intel Core i5 13600KF 3.5 GHz 14-Core LGA1700,a58188f8-e9da-4ead-8d52-74117306545c,cpu_0491,,Intel Core i5,LGA 1700,125,20,
4,0,cpu,3.9,4.1,,,,4,4,None,AMD,,,,Steamroller,AMD Athlon X4 870K 3.9 GHz 4-Core FM2+,a5cbfd80-bea2-4dd1-ac95-3f2735e29165,cpu_0492,,AMD Athlon X4,FM2+,95,4,
5,25,cpu,2.3,3,,,,10,10,None,Intel,,,,Haswell,Intel Xeon E5 2650 V3 2.3 GHz 10-Core LGA2011-3 OEM/Tray,a64b6cda-9cd9-44c3-bd43-380990a95e94,cpu_0493,,Intel Xeon E5,LGA 2011-3,105,20,
14,30,cpu,2.4,5.1,1.8,3.8,,,16,Intel UHD Graphics 770,Intel,,,"DDR5, DDR4",Alder Lake,Intel Core i9 12900 2.4 GHz 16-Core LGA1700,a6fe3c8d-4bf6-49ef-887b-9d53b8c635e8,cpu_0494,,Intel Core i9,LGA 1700,65,24,
3,12,cpu,3.9,4.9,,,,6,6,Intel UHD Graphics 750,Intel,,,,Rocket Lake,Intel Core i5 11600K 3.9 GHz 6-Core LGA1200,a7181913-9094-4594-a2bf-dba15ff73710,cpu_0495,,Intel Core i5,LGA 1200,125,12,
1,6,cpu,2.2,2.8,,,,4,4,Intel HD Graphics 530,Intel,,,,Skylake,Intel Core i5 6400T 2.2 GHz 4-Core LGA1151,a7bb0908-5696-4d44-8a95-16a2575ec4c9,cpu_0496,,Intel Core i5,LGA 1151,35,4,
1,22,cpu,2.8,4.2,,,0,0,16,None,,4,,DDR4,Skylake-X,Intel Core i9-7960X X-series Processor,a7dbea73-5f60-47a4-abc7-1195c54d62a5,cpu_0497,2017,,LGA 2066,165,32,
3,96,cpu,3.3,4.4,,,,6,6,None,AMD,,,DDR4,Zen 3,AMD Ryzen 5 5600X3D 3.3 GHz 6-Core AM4,a8cd0239-10f5-4e57-be79-c3540e17cafc,cpu_0498,,AMD Ryzen 5,AM4,105,12,
16,22,cpu,3.1,4.4,,,,16,16,None,Intel,,,,Skylake,Intel Core i9 9960X 3.1 GHz 16-Core LGA2066 OEM/Tray,a9090593-4871-4fc2-ba94-33ede34e8d85,cpu_0499,,Intel Core i9,LGA 2066,165,32,
1,8,cpu,4,0,0,0,0,0,4,Intel UHD Graphics 630,,2,,DDR4,Coffee Lake,Intel Core i3-8350K,a98f71a3-5470-4333-b8f9-8bbfe03536b7,cpu_0500,2017,,LGA 1151,91,4,
2,16,cpu,3.5,3.7,,,,4,4,None,AMD,,,DDR4,Zen,AMD Ryzen 5 1500X 3.5 GHz 4-Core AM4,a9fc2c82-bbfc-4267-bcd6-2bcefbd5a033,cpu_0501,,AMD Ryzen 5,AM4,65,8,
1,8,cpu,4,4.4,,,,4,4,Intel HD Graphics 4600,Intel,,,,Haswell Refresh,Intel Core i7 4790K 4 GHz 4-Core LGA1150,aa55c16e-e71e-45f9-a1ba-b11d9056b691,cpu_0502,,Intel Core i7,LGA 1150,88,8,
1,8,cpu,3.3,3.7,,,,4,4,Intel HD Graphics P630,Intel,,,,Kaby Lake,Intel Xeon E3 1225 V6 3.3 GHz 4-Core LGA1151 OEM/Tray,aacfe6be-24a9-453c-b20e-983cee9d748c,cpu_0503,,Intel Xeon E3,LGA 1151,73,4,
4,0,cpu,3.5,3.9,,,,4,4,AMD Radeon R7 (on-die),AMD,,,,Steamroller,AMD A10 A10-7800 3.5 GHz 4-Core FM2+,aad5b799-7f73-4eee-aad0-8de1cd9d111e,cpu_0504,,AMD A10,FM2+,65,4,
1,6,cpu,3.4,3.8,,,,4,4,Intel HD Graphics 630,Intel,,,,Kaby Lake,Intel Core i5 7500 3.4 GHz 4-Core LGA1151,aae12377-27f2-4a1d-89fc-c86e3556e79e,cpu_0505,,Intel Core i5,LGA 1151,65,4,
8,32,cpu,3.6,5.3,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 7 7700 3.6 GHz 8-Core AM5 OEM/Tray,ab2ec942-57d3-436a-b041-30103c882842,cpu_0506,,AMD Ryzen 7,AM5,65,16,
8,32,cpu,3.6,5.3,,,,8,8,AMD Radeon,AMD,,,DDR5,Zen 4,AMD Ryzen 7 7700 3.6 GHz 8-Core AM5,ab4fadad-e3a1-41ff-82fd-e16e5af8a324,cpu_0507,,AMD Ryzen 7,AM5,65,16,
1,8,cpu,3.5,3.9,,,,4,4,None,Intel,,,,Haswell,Intel Xeon E3 1270 V3 3.5 GHz 4-Core LGA1150 OEM/Tray,ab615c47-1702-4853-8ebb-f4879f693a9a,cpu_0508,,Intel Xeon E3,LGA 1150,80,8,
512,32,cpu,3800,4700,,,,8,8,None,,2,,DDR4,Zen 2,AMD Ryzen 7 3800XT,ab6f4801-06f7-4d96-a9f4-0a84de527f54,cpu_0509,2020,,AM4,105,16,
4,8,cpu,3.6,4.4,,,,,8,AMD Radeon,AMD,2,,DDR4,Zen 2,AMD Ryzen 7 PRO 4750G,ab9e5786-c671-4a4f-a240-e911e0bfbed6,cpu_0510,2020,AMD Ryzen 7,AM4,65,16,PRO 4750G
5,15,cpu,3.4,3.6,,,,6,6,None,Intel,,,,Broadwell,Intel Core i7 6800K Core 3.4 GHz 6-Core LGA2011-3 OEM/Tray,abb105be-38f4-44d8-a670-c6e93935b938,cpu_0511,,Intel Core i7,LGA 2011-3,140,12,
5,9,cpu,2.9,4.1,,,,6,6,None,Intel,,,,Coffee Lake Refresh,Intel Core i5 9400F 2.9 GHz 6-Core LGA1151 OEM/Tray,abbabb54-67d1-46f3-b43e-6ca80c844001,cpu_0512,,Intel Core i5,LGA 1151,65,6,
6,16,cpu,4.3,5,,,,6,6,AMD Radeon 760M,AMD,,,DDR5,Zen 4,AMD Ryzen 5 8600G 4.3 GHz 6-Core AM5,ac833b07-53eb-4d59-8be5-bcd20ad26e79,cpu_0513,,AMD Ryzen 5,AM5,65,12,
8,8,cpu,4.7,5,,,,8,8,None,AMD,,,,Piledriver,AMD FX 9590 4.7 GHz 8-Core AM3+,accc32b4-39ce-4bdb-9d71-680dfe3c14f8,cpu_0514,,AMD FX,AM3+,220,8,
